2295ad86-976c-4a14-86f6-a6e09141ea61_86-solanum-acroscopicum	6631.consensus	79.4	34	7	0	575	676	233	266	1.78e-11	60.8
e326bb12-37ce-40bb-b118-ad3119e66746_86-solanum-acroscopicum	5980.consensus	77.8	27	6	0	207	287	322	348	4.02e-10	50.4
ab1c8ded-0213-48c5-a849-ee2c859b0b98_86-solanum-acroscopicum	5950.consensus	73.2	41	11	0	4663	4541	69	109	8.18e-14	68.6
6e6b8706-3a8b-4de3-9e81-28914a9e5aa0_86-solanum-acroscopicum	6508.consensus	61.9	63	20	2	6124	6312	230	288	8.74e-15	72.8
8bf81f2b-ce42-4c0c-8ee1-67c10e6f75ff_86-solanum-acroscopicum	7141.consensus	42.1	114	44	3	1	276	31	144	2.09e-20	79.0
330ab878-877d-49f4-b35a-ff0279a3fb7e_86-solanum-acroscopicum	5866.consensus	45.2	73	1	1	70	288	46	79	3.69e-11	53.9
78bc930a-53be-4ee3-825f-e0e5a067ff61_86-solanum-acroscopicum	7111.consensus	38.9	95	53	2	20	295	151	243	2.94e-12	62.8
2fc6b5d4-f237-4878-a430-21f80b7b33bd_86-solanum-acroscopicum	6366.consensus	76.0	25	6	0	1159	1233	544	568	1.49e-06	44.3
d37deae9-8019-402e-8742-814da3dd73e0_86-solanum-acroscopicum	6863.consensus	54.3	46	20	1	590	727	3	47	5.63e-10	54.3
e3af93f7-2fcd-4041-b046-4c432d8ec858_86-solanum-acroscopicum	6405.consensus	80.0	65	12	1	27814	28005	121	185	1.6999999999999997e-23	103.0
a8afb2ab-682c-4b54-8430-24d556d471cd_86-solanum-acroscopicum	5335.consensus	38.0	71	43	1	1008	1220	67	136	4.49e-08	50.4
8468e474-53ac-4cf3-8b6a-be9b1fb15e15_86-solanum-acroscopicum	6056.consensus	67.7	31	10	0	819	911	132	162	2.67e-07	46.2
eed388cb-658f-42e4-94af-95dfc21f49ab_86-solanum-acroscopicum	6366.consensus	67.9	84	26	1	3	251	428	511	8.75e-34	117.0
4121cbf0-27c4-4546-9b96-d8befc9bb1e8_86-solanum-acroscopicum	6056.consensus	61.4	44	17	0	918	787	86	129	5.3e-09	51.6
0a361e75-144b-42aa-9ff5-b4620c6903b8_86-solanum-acroscopicum	5863.consensus	78.1	178	38	1	1829	2362	1	177	1.53e-80	275.0
24c56c93-946e-4fee-bd14-48b9102567d2_86-solanum-acroscopicum	7313.consensus	33.7	98	61	2	282	1	189	286	2.72e-13	64.7
24c56c93-946e-4fee-bd14-48b9102567d2_86-solanum-acroscopicum	5614.consensus	34.2	117	68	5	330	1	124	238	3.91e-11	58.5
ecd30117-ddf5-4e8f-ada3-7457bdfc63d9_86-solanum-acroscopicum	7279.consensus	47.1	51	27	0	1888	2040	7	57	2.07e-08	50.4
faf565e4-bc7b-44a1-8a35-948aec06b33f_86-solanum-acroscopicum	6717.consensus	70.3	37	11	0	220	330	402	438	5.3e-12	56.6
a4383128-a794-41aa-b7e0-3c0b27c71765_86-solanum-acroscopicum	5921.consensus	74.1	27	7	0	489	409	1	27	5.37e-07	47.4
7745e306-4c2c-4f51-83de-2245f3f8a7f7_86-solanum-acroscopicum	5921.consensus	70.4	27	8	0	2628	2708	1	27	1.21e-06	46.2
df39ed11-0dbb-4660-91ce-97f7718f1825_86-solanum-acroscopicum	6499.consensus	30.2	86	49	2	204	461	92	166	1.35e-06	43.1
d00929d4-4dbd-4a83-b59f-c6f7b0a34f1e_86-solanum-acroscopicum	5664.consensus	55.7	131	28	2	5334	4942	155	255	1.4e-35	135.0
6bfa132a-48b1-4dd3-a02a-aded8d950a79_86-solanum-acroscopicum	6148.consensus	74.7	83	20	1	8270	8518	74	155	1.7900000000000002e-33	123.0
9b71ab07-ec03-449f-9b47-c10cc647b8ae_86-solanum-acroscopicum	4992.consensus	54.9	51	23	0	177	25	467	517	7.73e-11	60.5
44b82773-907d-42dc-b0ef-b26470a87871_86-solanum-acroscopicum	5421.consensus	82.6	23	4	0	183	115	181	203	1.45e-08	50.8
e9e87940-150f-487f-b206-9afb9d42630a_86-solanum-acroscopicum	6956.consensus	45.3	106	45	3	3132	3428	210	309	1.95e-11	62.0
7a766c9e-f810-4523-96b4-79038fee0064_86-solanum-acroscopicum	6496.consensus	35.3	68	42	2	684	881	25	92	7.54e-06	40.8
d9f7d449-5521-4066-b175-52011a3206db_86-solanum-acroscopicum	5200.consensus	82.6	46	5	1	228	91	119	161	1.84e-18	72.8
355f3c89-09ee-4bac-b5b0-67b8313631db_86-solanum-acroscopicum	6435.consensus	67.3	52	17	0	1459	1304	107	158	3.72e-16	76.6
860b05d2-eb27-483d-ac6a-8a12e0d65721_86-solanum-acroscopicum	5018.consensus	45.5	88	43	2	9409	9657	317	404	2.42e-12	65.9
a071a83f-408c-407b-abef-15e01ccb0c0a_86-solanum-acroscopicum	5318.consensus	85.0	40	6	0	11265	11384	2	41	1.43e-15	72.8
db90ea4a-de98-4dd0-8ca0-68432d9c2ffa_86-solanum-acroscopicum	5318.consensus	66.7	60	13	1	914	735	137	189	1.07e-15	73.2
52fa9d9e-5c56-4531-9f71-f0c81aef70ca_86-solanum-acroscopicum	5090.consensus	88.9	45	5	0	643	509	49	93	6.49e-22	87.4
3dd8e8c6-e202-474a-92ec-b9923b489a7b_86-solanum-acroscopicum	6552.consensus	40.0	80	46	1	119	358	138	215	6.27e-08	46.2
b679945d-8fac-4748-8a29-30ddb273c4e4_86-solanum-acroscopicum	7367.consensus	66.7	33	11	0	304	206	30	62	3.3e-09	45.4
