Region	avg_length	#_sequences_post_filter
alignsrawAlignsCoding/trnQ.fasta	72.0	118
alignsrawAlignsCoding/ndhD.fasta	1530.0	118
alignsrawAlignsCoding/psaI.fasta	111.0	118
alignsrawAlignsCoding/ex_ndhA_2.fasta	552.0	118
alignsrawAlignsCoding/ex_ycf3_1.fasta	153.0	118
alignsrawAlignsCoding/petA.fasta	963.0	118
alignsrawAlignsCoding/ex_rpl16_2.fasta	9.0	118
alignsrawAlignsCoding/trnS2.fasta	92.0	118
alignsrawAlignsCoding/rps18.fasta	306.0	118
alignsrawAlignsCoding/rpoA.fasta	1014.0508474576271	118
alignsrawAlignsCoding/ex_trnV_1.fasta	35.0	118
alignsrawAlignsCoding/psbF.fasta	120.0	118
alignsrawAlignsCoding/ex_trnI_2.fasta	35.0	118
alignsrawAlignsCoding/ex_ndhB_1.fasta	756.0	118
alignsrawAlignsCoding/ex_ycf3_3.fasta	132.0	118
alignsrawAlignsCoding/trnH.fasta	75.0	118
alignsrawAlignsCoding/petG.fasta	114.0	118
alignsrawAlignsCoding/ycf1-End.fasta	5649.093220338983	118
alignsrawAlignsCoding/psbB.fasta	1527.0169491525423	118
alignsrawAlignsCoding/ccsA.fasta	941.9915254237288	118
alignsrawAlignsCoding/trnL.fasta	85.0	118
alignsrawAlignsCoding/ex_clpP_3.fasta	71.0	118
alignsrawAlignsCoding/rbcL.fasta	1434.2627118644068	118
alignsrawAlignsCoding/trnW.fasta	74.0	118
alignsrawAlignsCoding/ex_rps16_1.fasta	210.0	118
alignsrawAlignsCoding/ex_trnK_1.fasta	35.0	118
alignsrawAlignsCoding/ex_rpoC1_2.fasta	435.0	118
alignsrawAlignsCoding/ex_clpP_1.fasta	228.05084745762713	118
alignsrawAlignsCoding/trnN.fasta	72.00847457627118	118
alignsrawAlignsCoding/ex_atpF_1.fasta	411.0	118
alignsrawAlignsCoding/rpl20.fasta	387.0	118
alignsrawAlignsCoding/ex_trnA_2.fasta	35.0	118
alignsrawAlignsCoding/ex_petD_2.fasta	475.0	118
alignsrawAlignsCoding/rps19.fasta	278.54237288135596	118
alignsrawAlignsCoding/trnS1.fasta	88.0	118
alignsrawAlignsCoding/ex_rpl16_1.fasta	396.0	118
alignsrawAlignsCoding/trnI.fasta	74.0	118
alignsrawAlignsCoding/psaJ.fasta	135.72033898305085	118
alignsrawAlignsCoding/ndhG.fasta	531.0	118
alignsrawAlignsCoding/ex_ycf3_2.fasta	228.0	118
alignsrawAlignsCoding/ex_ndhA_1.fasta	540.0	118
alignsrawAlignsCoding/ex_ndhB_2.fasta	777.0508474576271	118
alignsrawAlignsCoding/rps8.fasta	405.0	118
alignsrawAlignsCoding/psbE.fasta	252.0	118
alignsrawAlignsCoding/ex_trnI_1.fasta	37.0	118
alignsrawAlignsCoding/rrn4.5.fasta	103.0	118
alignsrawAlignsCoding/trnP.fasta	74.0	118
alignsrawAlignsCoding/ndhE.fasta	306.0	118
alignsrawAlignsCoding/rpoB.fasta	3213.0508474576272	118
alignsrawAlignsCoding/atpA.fasta	1523.9237288135594	118
alignsrawAlignsCoding/trnS3.fasta	87.0	118
alignsrawAlignsCoding/rps3_rpl22.fasta	1108.9915254237287	118
alignsrawAlignsCoding/ex_trnV_2.fasta	45.23728813559322	118
alignsrawAlignsCoding/rrn16.fasta	1499.949152542373	118
alignsrawAlignsCoding/rrn5.fasta	121.0	118
alignsrawAlignsCoding/psbA.fasta	1062.0169491525423	118
alignsrawAlignsCoding/psbZ.fasta	189.0	118
alignsrawAlignsCoding/trnV.fasta	72.02542372881356	118
alignsrawAlignsCoding/ex_atpF_2.fasta	144.0	118
alignsrawAlignsCoding/trnM.fasta	73.0	118
alignsrawAlignsCoding/ex_clpP_2.fasta	292.0	118
alignsrawAlignsCoding/ex_petD_1.fasta	8.0	118
alignsrawAlignsCoding/rps12_1.fasta	114.0	118
alignsrawAlignsCoding/ex_trnA_1.fasta	38.00847457627118	118
alignsrawAlignsCoding/rpl23.fasta	282.0	118
alignsrawAlignsCoding/ex_rps16_2.fasta	42.0	118
alignsrawAlignsCoding/ex_rpoC1_1.fasta	1622.8898305084747	118
alignsrawAlignsCoding/ex_trnK_2.fasta	37.0	118
alignsrawAlignsCoding/ycf4.fasta	554.8644067796611	118
alignsrawAlignsCoding/rps11.fasta	417.0	118
alignsrawAlignsCoding/rpl36.fasta	114.0	118
alignsrawAlignsCoding/ex_rpl2_2.fasta	393.0	118
alignsrawAlignsCoding/trnT1.fasta	72.0	118
alignsrawAlignsCoding/rps2.fasta	711.0	118
alignsrawAlignsCoding/psbT.fasta	105.08474576271186	118
alignsrawAlignsCoding/psaB.fasta	2205.0	118
alignsrawAlignsCoding/ex_trnG_2.fasta	48.0	118
alignsrawAlignsCoding/ex_petB_2.fasta	642.0	118
alignsrawAlignsCoding/trnC.fasta	72.0	118
alignsrawAlignsCoding/psbM.fasta	105.0	118
alignsrawAlignsCoding/trnR2.fasta	74.02542372881356	118
alignsrawAlignsCoding/trnfM.fasta	74.0	118
alignsrawAlignsCoding/matK.fasta	1529.864406779661	118
alignsrawAlignsCoding/atpI.fasta	744.0	118
alignsrawAlignsCoding/accD.fasta	1522.7203389830509	118
alignsrawAlignsCoding/atpE_atpB.fasta	1895.0338983050847	118
alignsrawAlignsCoding/rrn23.fasta	2809.898305084746	118
alignsrawAlignsCoding/ycf2.fasta	6833.864406779661	118
alignsrawAlignsCoding/rpl14.fasta	369.0	118
alignsrawAlignsCoding/trnG.fasta	71.0	118
alignsrawAlignsCoding/ex_trnL_1.fasta	35.0	118
alignsrawAlignsCoding/ndhI.fasta	504.0	118
