"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
NA,122,NA,122,"CIP 761979","","",-13.2639,-71.9553,4150,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,123,NA,123,"CIP 761980","","",-13.2639,-71.9553,4150,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,124,NA,124,"CIP 761981","","",-13.2639,-71.9553,4080,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,135,NA,135,"CIP 762443","","",-14.7822,-71.6892,4041,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,136,NA,136,"CIP 762444","","",-14.7822,-71.6892,4041,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,137,NA,137,"CIP 762445","","",-14.7822,-71.6892,4041,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,138,NA,138,"CIP 762446","","",-14.7822,-71.6892,4041,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,139,NA,139,"CIP 762449","","",-14.7822,-71.6892,4041,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,142,NA,142,"CIP 761947","","",-15.9606,-71.5964,3794,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,143,NA,143,"CIP 763205","","",-15.9606,-71.5964,3794,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,145,NA,145,"CIP 760948","","",-15.64,-71.5503,4500,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,146,NA,146,"CIP 761953","","",-15.64,-71.5503,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,148,NA,148,"CIP 762385","","",-14.4914,-71.4783,3857,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,149,NA,149,"CIP 762386","","",-14.4914,-71.4783,3857,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,150,NA,150,"CIP 762389","","",-14.4914,-71.4783,3800,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,153,NA,153,"CIP 763203","","",-15.485,-71.4567,3813,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,158,NA,158,"CIP 761130","","",-14.9044,-71.3808,3900,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,159,NA,159,"CIP 762426","","",-14.9044,-71.3808,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,160,NA,160,"CIP 762428","","",-14.9044,-71.3808,4440,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,161,NA,161,"CIP 762429","","",-14.9044,-71.3808,4440,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,162,NA,162,"CIP 762430","","",-14.9044,-71.3808,4440,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,163,NA,163,"CIP 762431","","",-14.9044,-71.3808,4440,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,164,NA,164,"CIP 762432","","",-14.9044,-71.3808,3900,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,165,NA,165,"CIP 762433","","",-14.9044,-71.3808,3900,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,167,NA,167,"CIP 761945","","",-15.9839,-71.3631,4185,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,175,NA,175,"CIP 762425","","",-14.6803,-71.22,4117,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,177,NA,177,"CIP 762450","","",-14.3736,-71.0961,4350,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,180,NA,180,"CIP 762214","","",-15.0475,-70.9583,4444,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,181,NA,181,"CIP 762215","","",-15.0475,-70.9583,4444,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,182,NA,182,"CIP 762216","","",-15.0475,-70.9583,4444,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,187,NA,187,"CIP 761613","","",-14.5742,-70.8122,4165,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,188,NA,188,"CIP 761614","","",-14.5742,-70.8122,4165,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,189,NA,189,"CIP 762350","","",-14.5742,-70.8122,3980,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,190,NA,190,"CIP 762354","","",-14.5742,-70.8122,4100,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,194,NA,194,"CIP 761964","","",-15.6014,-70.785,4100,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,195,NA,195,"CIP 761966","","",-15.6014,-70.785,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,197,NA,197,"CIP 761962","","",-15.8589,-70.7528,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,198,NA,198,"CIP 762380","","",-15.8589,-70.7528,4154,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,199,NA,199,"CIP 762381","","",-15.8589,-70.7528,4154,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,203,NA,203,"CIP 762202","","",-14.0561,-70.4703,4200,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,207,NA,207,"CIP 762379","","",-15.565,-70.3008,3859,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,209,NA,209,"CIP 761959","","",-15.6431,-70.2803,4200,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,210,NA,210,"CIP 761960","","",-15.6431,-70.2803,4154,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,212,NA,212,"CIP 762376","","",-15.5394,-70.2617,3847,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,213,NA,213,"CIP 762377","","",-15.5394,-70.2617,3847,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,219,NA,219,"CIP 761957","","",-15.4469,-70.1872,4250,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,224,NA,224,"CIP 762346","","",-15.7125,-70.0831,3822,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,227,NA,227,"CIP 761624","","",-15.9053,-70.0642,3850,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,234,NA,234,"CIP 761408","","",-15.1833,-69.8086,3860,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,245,NA,245,"CIP 762195","","",-14.5206,-69.5547,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,246,NA,246,"CIP 762197","","",-14.5206,-69.5547,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,247,NA,247,"CIP 762198","","",-14.5206,-69.5547,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,249,NA,249,"CIP 762210","","",-15.1183,-69.5514,3928,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,250,NA,250,"CIP 762211","","",-15.1183,-69.5514,3928,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,251,NA,251,"CIP 762212","","",-15.1183,-69.5514,3928,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,252,NA,252,"CIP 762340","","",-15.1183,-69.5514,3928,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,253,NA,253,"CIP 762341","","",-15.1183,-69.5514,3928,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,255,NA,255,"CIP 765766","","",-14.483,-69.5497,3490,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,257,NA,257,"CIP 762343","","",-14.6908,-69.5069,4200,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,259,NA,259,"CIP 761626","","",-16.2147,-69.4592,3900,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,261,NA,261,"CIP 762146","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,262,NA,262,"CIP 762147","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,263,NA,263,"CIP 762148","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,264,NA,264,"CIP 762149","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,265,NA,265,"CIP 762150","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,266,NA,266,"CIP 762151","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,267,NA,267,"CIP 762155","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,268,NA,268,"CIP 762156","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,269,NA,269,"CIP 762157","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,270,NA,270,"CIP 762486","","",-15.0083,-69.3933,4300,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,272,NA,272,"CIP 762142","","",-15.0153,-69.3647,4342,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,273,NA,273,"CIP 762143","","",-15.0153,-69.3647,4342,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,274,NA,274,"CIP 762144","","",-15.0153,-69.3647,4342,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,279,NA,279,"CIP 761287","","",-16.15,-69.0833,3825,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,280,NA,280,"CIP 761288","","",-16.15,-69.0833,3825,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,281,NA,281,"CIP 761289","","",-16.15,-69.0833,3825,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,283,NA,283,"CIP 762159","","",-14.8,-69.0833,4278,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,284,NA,284,"CIP 762160","","",-14.8,-69.0833,4278,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,285,NA,285,"CIP 762161","","",-14.8,-69.0833,4278,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,286,NA,286,"CIP 762162","","",-14.8,-69.0833,4278,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,287,NA,287,"CIP 762166","","",-14.8,-69.0833,4368,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,291,NA,291,"CIP 764383","","",-16.2444,-69.0419,3842,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,300,NA,300,"CIP 761027","","",-16.05,-68.6833,3848,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,301,NA,301,"CIP 761345","","",-16.05,-68.6833,3848,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,302,NA,302,"CIP 761346","","",-16.05,-68.6833,3848,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,306,NA,306,"CIP 761291","","",-16.1667,-68.5667,3930,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,307,NA,307,"CIP 761292","","",-16.1667,-68.5667,3930,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,308,NA,308,"CIP 761293","","",-16.1667,-68.5667,3930,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,311,NA,311,"CIP 760874","","",-17.1667,-68.45,3988,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,313,NA,313,"CIP 762164","","",-14.6778,-68.3567,4368,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,314,NA,314,"CIP 762165","","",-14.6778,-68.3567,4368,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,315,NA,315,"CIP 762167","","",-14.6778,-68.3567,4368,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,316,NA,316,"CIP 762169","","",-14.6778,-68.3567,4000,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,321,NA,321,"CIP 760561","","",-16.5,-68.15,3911,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,322,NA,322,"CIP 760599","","",-16.5,-68.15,3911,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,324,NA,324,"CIP 760584","","",-17.2333,-67.9167,3813,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,328,NA,328,"CIP 760586","","",-17.05,-67.6667,2600,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,333,NA,333,"CIP 760573","","",-17.0333,-67.25,4465,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,345,NA,345,"CIP 760481","","",-17.2333,-66.5333,2934,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,350,NA,350,"CIP 760460","","",-17.3833,-66.0333,2846,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,351,NA,351,"CIP 760465","","",-17.3833,-66.0333,2846,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,352,NA,352,"CIP 764038","","",-17.3833,-66.0333,2846,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,355,NA,355,"CIP 760276","","",-19.3747,-65.9442,3950,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,356,NA,356,"CIP 760277","","",-19.3747,-65.9442,3950,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,357,NA,357,"CIP 760506","","",-19.3747,-65.9442,3800,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,358,NA,358,"CIP 760508","","",-19.3747,-65.9442,3750,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,359,NA,359,"CIP 763071","","",-19.3747,-65.9442,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,361,NA,361,"CIP 761031","","",-21.3703,-65.9439,2941,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,362,NA,362,"CIP 761366","","",-21.3703,-65.9439,4250,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,366,NA,366,"CIP 760214","","",-17.4333,-65.5833,4116,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,373,NA,373,"CIP 761379","","",-21.95,-65.0667,4006,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,374,NA,374,"CIP 761380","","",-21.95,-65.0667,4006,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,375,NA,375,"CIP 761382","","",-21.95,-65.0667,4006,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,499,NA,499,"81801","","",-15.4,-69.0667,3850,"acaule","acaule","tuberous","wild",NA,"SŠrkinen","",""
NA,540,NA,540,"81489","","",-15.3,-68.25,3800,"acaule","acaule","tuberous","wild",NA,"SŠrkinen","",""
NA,618,NA,618,"82472","","",-16.2167,-68.8333,3825,"acaule","acaule","tuberous","wild",NA,"SŠrkinen","",""
NA,624,NA,624,"81808","","",-16.1667,-68.5667,3950,"acaule","acaule","tuberous","wild",NA,"SŠrkinen","",""
NA,634,NA,634,"81799","","",-15.75,-69.0667,3820,"acaule","acaule","tuberous","wild",NA,"SŠrkinen","",""
NA,683,NA,683,"472640","","",-23.196984,-65.685554,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,687,NA,687,"472648","","",-23.196984,-65.685554,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,693,NA,693,"472686","","",-23.196984,-65.685554,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,700,NA,700,"472761","","",-23.196984,-65.685554,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,704,NA,704,"472777","","",-22.349999,-65.066669,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,709,NA,709,"473432","","",-13.334915,-72.170868,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,714,NA,714,"473516","","",-16.5,-68.15,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,734,NA,734,"PI 275131","","",-28.95,-67.7,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,750,NA,750,"PI 472661","","",-22.133333,-65.75,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,751,NA,751,"PI 472662","","",-22.133333,-65.75,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,753,NA,753,"PI 472667","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,754,NA,754,"PI 472668","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,755,NA,755,"PI 472669","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,756,NA,756,"PI 472670","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,757,NA,757,"PI 472671","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,758,NA,758,"PI 472672","","",-21.883333,-66.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,768,NA,768,"PI 472697","","",-22.216667,-65.05,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,782,NA,782,"PI 472780","","",-23.1,-65.166667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,783,NA,783,"PI 472783","","",-23.1,-65.166667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,785,NA,785,"PI 472785","","",-22.966667,-65.433333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,786,NA,786,"PI 472786","","",-22.966667,-65.433333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,787,NA,787,"PI 472787","","",-22.966667,-65.433333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,788,NA,788,"PI 472788","","",-22.233333,-65.283333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,791,NA,791,"PI 472792","","",-23.1,-65.166667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,798,NA,798,"PI 473323","","",-16.5,-68.15,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,800,NA,800,"PI 473326","","",-16.55,-68.7,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,809,NA,809,"PI 473488","","",-15.2,-71.766667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,813,NA,813,"PI 473517","","",-16.55,-68.7,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,814,NA,814,"PI 473518","","",-15.833333,-70.033333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,817,NA,817,"PI 498082","","",-17.233333,-66.05,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,822,NA,822,"PI 498181","","",-12.15,-76.233333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,823,NA,823,"PI 498182","","",-12.15,-76.233333,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,829,NA,829,"PI 498189","","",-21.45,-65.716667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,834,NA,834,"PI 498277","","",-16.016667,-68.766667,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,868,NA,868,"PI498066","","",-19.6,-65.95,NA,"acaule","acaule","tuberous","germplasm",NA,"SŠrkinen","",""
NA,878,NA,893,"CIP 765704","","",-16.8569,-70.6632,3825,"acroscopicum","acroscopicum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,881,NA,896,"CIP 765691","","",-17.45,-70.02,3398,"acroscopicum","acroscopicum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,885,NA,900,"CIP 766013","","",-17.8501,-70.0114,3520,"acroscopicum","acroscopicum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,938,NA,1117,"CIP 762579","","",-6.9875,-78.6764,3550,"albicans","albicans","tuberous","germplasm",NA,"SŠrkinen","",""
