ec09a562-69c2-4ef4-a7c2-7ae9374d3258_Fresh-139-unclassSeqs	5404.consensus	38.4	151	73	2	538	86	296	426	2.4400000000000003e-27	100.0
c47f7725-a99e-4388-bda6-0b76a223e818_Fresh-139-unclassSeqs	5131.consensus	69.6	56	17	0	3	170	55	110	8.02e-23	85.1
ed8c8d71-c615-47c5-b910-7a4eed2d4739_Fresh-139-unclassSeqs	5131.consensus	69.6	56	17	0	377	210	55	110	8.299999999999999e-23	85.1
5e7fd9cc-9653-4ab3-ab7f-27ba544c225b_Fresh-139-unclassSeqs	6689.consensus	83.8	37	6	0	140	250	96	132	1.96e-15	65.1
50d78445-db43-47e5-855d-ecb4957ee14d_Fresh-139-unclassSeqs	6026.consensus	80.6	36	7	0	216	109	85	120	2.31e-14	63.2
0262b312-5ae6-4803-8e81-4598482d215a_Fresh-139-unclassSeqs	7174.consensus	43.5	69	39	0	203	409	394	462	2.16e-12	60.5
e595774a-8ae6-4b95-871c-55a85c0ae7df_Fresh-139-unclassSeqs	4889.consensus	55.3	38	17	0	168	281	2	39	8e-11	50.8
e2c69bfc-bbd5-4e5d-b068-2484fffcd59f_Fresh-139-unclassSeqs	4519.consensus	55.6	45	19	1	162	28	1	44	3.1e-09	47.0
27409433-c5ce-4f91-a614-3d8b46388082_Fresh-139-unclassSeqs	6488.consensus	76.0	25	6	0	3	77	221	245	5.21e-07	40.4
84dc4074-9088-4749-844a-6c941d3fefc1_Fresh-139-unclassSeqs	6527.consensus	85.0	20	3	0	194	253	14	33	9.26e-07	38.9
