02907f4c-3a42-423b-8957-cdd6ac39e945_Fresh-145-unclassSeqs	7583.consensus	61.8	238	80	3	1506	2195	3	237	1.13e-85	266.0
48194011-1ba1-498c-9dc9-8832c644f94b_Fresh-145-unclassSeqs	7583.consensus	56.9	153	58	3	494	45	90	237	1.52e-44	155.0
c5e208f0-d694-4613-ad58-8ccb85689a09_Fresh-145-unclassSeqs	5816.consensus	70.8	113	32	1	13	351	402	513	3.62e-44	151.0
4bfc9812-9666-4419-83cb-abf15619ce00_Fresh-145-unclassSeqs	4603.consensus	49.4	176	78	5	3	530	482	646	1.47e-40	139.0
ce0908b3-7d90-4b6a-b81f-e346e5ff095a_Fresh-145-unclassSeqs	5351.consensus	63.9	97	35	0	1739	1449	19	115	1.32e-34	124.0
4b2b685c-5c2c-4f2f-b5f5-e7ba3655eabb_Fresh-145-unclassSeqs	5660.consensus	62.6	91	26	1	539	267	213	295	2.25e-33	114.0
4e6a66ea-5c42-454e-9ce8-2c658737ec87_Fresh-145-unclassSeqs	6924.consensus	92.6	54	4	0	103	264	333	386	5.51e-33	113.0
05481639-ec3f-4e4b-bc8e-6ff4b79e2634_Fresh-145-unclassSeqs	6876.consensus	58.3	115	47	1	148	489	103	217	1.44e-31	114.0
2cba5e31-8fb3-4bfa-b9e9-d581e9521526_Fresh-145-unclassSeqs	5821.consensus	92.3	52	4	0	2	157	114	165	2.93e-30	107.0
e63c1857-dda1-4c45-9267-0c1412a13eb2_Fresh-145-unclassSeqs	5770.consensus	40.7	150	33	1	23	472	176	269	2.79e-28	107.0
151aab12-6ce4-45a7-8038-e746de0086f2_Fresh-145-unclassSeqs	5111.consensus	78.6	70	12	2	106	312	134	201	4.26e-27	100.0
883d4a83-4a60-4031-9348-f52bb12ce957_Fresh-145-unclassSeqs	6544.consensus	57.1	98	12	1	932	639	73	140	8.600000000000001e-26	105.0
def110e6-ceb3-4933-8739-0b3052b53cc7_Fresh-145-unclassSeqs	4603.consensus	82.7	52	9	0	201	356	44	95	1.13e-23	88.6
54333812-14b9-4c6c-98a5-f25d0f4538b6_Fresh-145-unclassSeqs	6528.consensus	85.4	41	6	0	125	3	27	67	1.15e-23	84.0
d3c270b1-c574-4742-9ce9-53b7bd0931d0_Fresh-145-unclassSeqs	6318.consensus	57.3	82	28	1	554	799	109	183	3.86e-23	97.8
1c0d4af9-5d6a-4294-bbe9-4faa382d1b9e_Fresh-145-unclassSeqs	7313.consensus	79.2	53	11	0	600	758	68	120	4.74e-23	91.3
b2e27f8c-bd98-4f04-bd4a-2960423f5068_Fresh-145-unclassSeqs	6969.consensus	75.9	54	13	0	247	86	3	56	5.81e-23	81.6
ae34fee6-f024-4197-9c57-496de57dbbcb_Fresh-145-unclassSeqs	5200.consensus	79.2	48	10	0	184	327	9	56	2.39e-22	83.6
c6b90b49-8caf-451a-810e-95cca0527b52_Fresh-145-unclassSeqs	6150.consensus	81.0	42	8	0	157	32	82	123	6.380000000000001e-21	77.8
98c0c2dc-7ed0-4a48-88c8-2a49368f0ce4_Fresh-145-unclassSeqs	5863.consensus	53.7	67	31	0	681	481	384	450	2.43e-20	83.6
5d65920a-dfdf-41f0-addd-ede5330080f3_Fresh-145-unclassSeqs	5464.consensus	79.2	48	10	0	540	397	80	127	3.27e-20	82.4
b36f76af-e56f-47bc-96b4-559607f15e75_Fresh-145-unclassSeqs	6488.consensus	28.9	235	116	8	290	859	18	246	3.3e-20	84.7
43a9c793-6e24-4b9a-ba7b-9664e03074ba_Fresh-145-unclassSeqs	5703.consensus	52.5	80	3	1	241	2	468	512	1.23e-18	73.9
4cf9d617-3fa5-47f5-bdb7-57d164f3c287_Fresh-145-unclassSeqs	5921.consensus	60.3	73	25	2	232	14	123	191	1.33e-18	74.7
47710311-0815-40e3-ab05-59b0e8698352_Fresh-145-unclassSeqs	7572.consensus	86.4	44	6	0	1604	1735	122	165	2.71e-18	80.1
43fe4966-cc08-4b37-9396-de513c005f9f_Fresh-145-unclassSeqs	5347.consensus	74.0	50	13	0	645	496	47	96	3.45e-18	75.1
6b9ddfa4-2c9e-4e03-862d-8b6253c05c6e_Fresh-145-unclassSeqs	6492.consensus	78.0	41	9	0	124	2	114	154	7.84e-18	69.7
307f56e0-05d2-417a-9d71-3e765f60a270_Fresh-145-unclassSeqs	5859.consensus	56.5	69	21	1	275	481	44	103	3.83e-17	71.6
f8e0c53d-5d1d-45f0-be55-b791abdcdc97_Fresh-145-unclassSeqs	5921.consensus	86.7	45	6	0	507	641	548	592	1.5e-16	76.6
7c36141e-b542-4fca-8e1f-6773d9e9e888_Fresh-145-unclassSeqs	5116.consensus	66.7	45	15	0	72	206	1	45	2.29e-16	67.4
4c31a661-8862-4cfd-8310-7e2d47e85e44_Fresh-145-unclassSeqs	5921.consensus	97.4	38	1	0	1956	1843	1181	1218	2.8e-16	76.6
5b0b81e5-dd7d-40f2-8cb1-83b64dde9261_Fresh-145-unclassSeqs	7013.consensus	84.8	33	5	0	134	232	183	215	3.19e-16	68.2
a111f168-77ec-4f06-aa60-363ad59bb800_Fresh-145-unclassSeqs	4527.consensus	33.7	95	61	1	42	320	265	359	8.94e-16	65.5
8e0a01ec-cd1d-4f07-b415-c9a87ea94a00_Fresh-145-unclassSeqs	6779.consensus	44.7	85	40	2	705	472	148	232	2.67e-15	67.0
18b299ed-58da-4b88-84c2-e3105582bd00_Fresh-145-unclassSeqs	5273.consensus	78.0	41	8	1	274	155	558	598	3.65e-15	68.6
9240cba1-843f-4b05-b0d6-0bdcd2d3b475_Fresh-145-unclassSeqs	6450.consensus	83.3	36	6	0	353	246	145	180	8.25e-15	63.2
be51cb77-3558-4856-a75e-c044270df84c_Fresh-145-unclassSeqs	5660.consensus	65.9	44	15	0	1	132	55	98	1.08e-14	62.0
fd399be9-6e3b-46cc-8ba7-4b989d413788_Fresh-145-unclassSeqs	6435.consensus	70.7	41	12	0	122	244	17	57	2.16e-14	63.9
14b2fe4d-ee13-4832-80d2-3d303f37eae8_Fresh-145-unclassSeqs	6488.consensus	58.0	50	21	0	11	160	138	187	3.77e-14	61.6
809558a1-eedb-4021-8721-5c76fbf58196_Fresh-145-unclassSeqs	4724.consensus	71.7	46	13	0	192	55	123	168	4.69e-14	64.3
081d3e4e-6b3c-429a-96fb-865ecf666e75_Fresh-145-unclassSeqs	6496.consensus	90.0	30	3	0	357	446	143	172	6.14e-14	62.0
cc5531b0-769e-48cd-bf38-ab1dbbeadd3e_Fresh-145-unclassSeqs	6439.consensus	74.4	43	9	1	881	1003	60	102	6.55e-14	63.9
a697deec-f57e-44ab-9deb-41388d035dc8_Fresh-145-unclassSeqs	5104.consensus	81.8	33	6	0	75	173	3	35	9.41e-14	58.9
ed7d4821-9bfa-421a-93bb-13d9e78154ff_Fresh-145-unclassSeqs	5733.consensus	85.7	35	5	0	186	290	245	279	1.13e-13	61.2
d7b6b6b0-0dc7-4f84-a4e1-f64e2d8ded6f_Fresh-145-unclassSeqs	4757.consensus	77.5	40	9	0	414	295	84	123	1.76e-13	58.9
a6648b1a-3c6b-43fd-830b-eb5ea90d6b4a_Fresh-145-unclassSeqs	5791.consensus	37.9	103	10	1	311	3	39	87	5.73e-13	58.9
6525f776-52f1-409e-a582-78c784cd3830_Fresh-145-unclassSeqs	5703.consensus	31.0	155	46	4	510	46	67	160	6.64e-13	59.7
f26be28e-2d9e-4e82-bb01-689cdf630beb_Fresh-145-unclassSeqs	5398.consensus	74.4	43	11	0	141	269	20	62	2.99e-12	59.3
