e76edc8c-65c5-4e1e-930b-f343d8484ee5_116-solanum-basendopogon	5038.consensus	74.2	349	86	3	3544	4578	1	349	4.81e-175	536.0
83675a01-9271-4527-9afb-ad49f9811072_116-solanum-basendopogon	5434.consensus	80.1	296	59	0	2194	1307	44	339	5.95e-154	475.0
2f46ded6-ff84-48b1-bd74-e5f701256d45_116-solanum-basendopogon	5434.consensus	79.4	296	61	0	6324	7211	44	339	2.43e-152	470.0
292a1ae2-1b7f-48b0-97aa-a566a85835f3_116-solanum-basendopogon	5162.consensus	71.4	315	87	2	851	1786	57	371	1.79e-141	445.0
743c4c00-5f3c-423a-a9af-73b111274277_116-solanum-basendopogon	5660.consensus	56.4	321	114	5	1757	795	1	295	1.81e-102	313.0
318b0c4d-b639-4647-a9fb-d16a57669634_116-solanum-basendopogon	5594.consensus	83.7	153	25	0	683	225	82	234	1.54e-95	276.0
fe7e748e-a502-4601-9319-a70ea4cc26dd_116-solanum-basendopogon	5162.consensus	61.7	274	53	2	7189	6374	247	470	9.94e-83	275.0
955eb3ad-00c6-4b0c-8dfd-56d11948dd15_116-solanum-basendopogon	5960.consensus	54.0	261	68	2	1529	2311	129	337	5.4599999999999995e-81	265.0
1735550f-691d-4a54-b67c-0bda1ed43412_116-solanum-basendopogon	4757.consensus	84.9	146	22	0	4278	3841	56	201	4.03e-79	254.0
48aa5ecd-923e-43a1-a45e-8b1505dcdaa4_116-solanum-basendopogon	4793.consensus	50.8	299	85	4	3333	4196	294	541	2.6e-77	269.0
a9145523-5bd9-40c3-9c0d-62f7896b8290_116-solanum-basendopogon	7333.consensus	85.0	133	20	0	570	968	33	165	7.64e-76	230.0
df65e515-0111-4512-90b8-7b33f42d948c_116-solanum-basendopogon	7572.consensus	82.7	150	26	0	3035	2586	165	314	2.48e-75	248.0
f7d57baf-e480-48bc-b272-59781d7fc2b1_116-solanum-basendopogon	6366.consensus	72.0	186	51	1	8076	7522	318	503	2.1400000000000002e-72	258.0
bd85d91f-bcf6-4747-a5cd-a38480fc9a99_116-solanum-basendopogon	6098.consensus	55.8	249	31	6	726	4	178	355	4.8699999999999996e-67	234.0
d59147ac-7781-42bd-95c8-7b51b8662ca5_116-solanum-basendopogon	5355.consensus	64.2	187	28	1	99	659	55	202	2.43e-66	223.0
c34bbd7e-e28a-4368-b3b3-cc7f8020a1c3_116-solanum-basendopogon	5355.consensus	64.2	187	28	1	2514	1954	55	202	2.8500000000000003e-66	223.0
05003671-2674-4567-891b-19b4c5f26119_116-solanum-basendopogon	5355.consensus	64.2	187	28	1	2023	1463	55	202	6.750000000000002e-66	223.0
5dbe80a1-9221-4791-ae4c-d1e7e84e124a_116-solanum-basendopogon	6538.consensus	77.3	119	27	0	153	509	35	153	2.14e-64	201.0
0ab36111-0c84-48d0-8b6a-a1cd2deb1b67_116-solanum-basendopogon	5857.consensus	79.4	126	26	0	1132	755	1	126	2.43e-63	209.0
f652f959-116e-495b-80f7-ea1190abc50c_116-solanum-basendopogon	6366.consensus	69.4	170	50	2	983	480	334	503	3.8299999999999998e-62	225.0
6934f404-dfa1-479a-99f2-060e74746f36_116-solanum-basendopogon	5958.consensus	81.2	117	22	0	3628	3278	1	117	1.5799999999999998e-61	200.0
804be105-0637-413e-b762-48379e1754a0_116-solanum-basendopogon	6538.consensus	77.3	119	27	0	7367	7723	35	153	1.9199999999999998e-60	201.0
b98c8382-5340-440a-b03a-2d7e3f2ffc18_116-solanum-basendopogon	6559.consensus	44.4	270	54	2	1621	812	101	274	3.9599999999999997e-60	205.0
827fffcb-02c5-4235-b06b-8fc923f30edc_116-solanum-basendopogon	6451.consensus	70.3	148	44	0	5828	5385	418	565	1.33e-59	211.0
96c1ac47-bbcb-40d4-9a79-6c56ed19fe0c_116-solanum-basendopogon	5273.consensus	71.0	138	40	0	604	1017	343	480	1.9900000000000002e-59	195.0
4a73af71-bbbd-48e4-a248-813ccd50791d_116-solanum-basendopogon	6450.consensus	46.3	285	48	6	1780	926	1	180	1.01e-57	201.0
56a05072-4c25-487f-a0da-55e3ec1595f7_116-solanum-basendopogon	6859.consensus	38.1	299	182	3	456	1346	6	303	1.35e-57	198.0
c2004589-34c1-482d-a8ea-5ca12078617e_116-solanum-basendopogon	6299.consensus	78.2	124	27	0	2451	2822	1	124	2.8400000000000007e-56	186.0
9b99e6c6-60e7-4cd2-8263-900ae7e2e89f_116-solanum-basendopogon	4603.consensus	29.6	597	203	12	2275	503	340	725	2.89e-54	194.0
4ee5bfdd-7589-4b82-902e-c13ac8ce551c_116-solanum-basendopogon	6401.consensus	58.1	172	66	3	7840	8349	119	286	4.21e-52	180.0
d04f0b7e-ba6e-40de-8402-c79a654df99f_116-solanum-basendopogon	7324.consensus	83.8	99	16	0	319	23	97	195	4.32e-51	176.0
1a4cb5af-343b-4e46-b451-1252eea32e94_116-solanum-basendopogon	5355.consensus	86.6	97	13	0	2789	3079	55	151	3.66e-50	175.0
6b065d4e-587a-4c34-bb6f-87311abd4c74_116-solanum-basendopogon	5426.consensus	66.7	135	42	2	8992	8594	547	680	5.52e-49	182.0
1b28c890-b1e9-41a3-84e4-465e13876839_116-solanum-basendopogon	5812.consensus	31.0	458	91	8	1012	2364	152	391	4.02e-48	174.0
83f73060-8767-4806-97a5-ccd842270994_116-solanum-basendopogon	7572.consensus	72.4	105	28	1	10642	10956	8	111	1.13e-46	166.0
822c51cb-75fe-4fd3-a033-cfad5b08e7b1_116-solanum-basendopogon	5644.consensus	79.5	83	17	0	595	843	154	236	3.75e-45	154.0
5ec517a6-6e3b-4a20-9a98-18c1e83bcd53_116-solanum-basendopogon	5264.consensus	83.7	92	15	0	1643	1368	400	491	1.56e-43	162.0
e5364117-921f-4d10-9a93-1664601f02c7_116-solanum-basendopogon	7128.consensus	55.2	163	26	1	2378	2866	315	430	1.7500000000000002e-43	160.0
23a739af-a18c-43e8-b4aa-518ccd2b1f3a_116-solanum-basendopogon	7174.consensus	50.3	195	38	3	4726	4142	32	167	1.9800000000000003e-43	160.0
b3506166-50b0-4d24-8975-b255432ac977_116-solanum-basendopogon	5426.consensus	43.4	219	29	1	3	659	366	489	4.15e-43	156.0
2a917c5c-8a23-4d4e-9b08-b0f5d979bb49_116-solanum-basendopogon	7248.consensus	65.3	118	41	0	2277	2630	52	169	6.1200000000000006e-43	156.0
49f94143-4114-401a-a71f-a4555d79b9b3_116-solanum-basendopogon	5639.consensus	39.1	235	13	1	1015	311	2	106	1.1399999999999998e-42	153.0
ab82fc06-849a-4ce5-817e-50e066007487_116-solanum-basendopogon	5426.consensus	25.5	683	143	11	1349	3394	390	707	2.88e-42	160.0
723d4026-54f1-4601-8f05-ca46637c0cd3_116-solanum-basendopogon	6226.consensus	64.6	113	36	2	1302	976	282	394	7.769999999999999e-42	150.0
28d4f35b-ce50-4142-a762-d03395726a63_116-solanum-basendopogon	5428.consensus	65.9	126	35	3	1	375	167	285	2.64e-41	147.0
7ab3d788-5484-4953-b0d9-2a565cba88da_116-solanum-basendopogon	6978.consensus	54.7	139	19	1	1064	648	171	265	3.82e-41	147.0
bf1652bc-77f4-4311-97f1-f75df84136d2_116-solanum-basendopogon	5449.consensus	33.3	330	190	7	2	907	11	338	4.75e-41	148.0
ec2521b6-dbcd-4c8a-8731-df78134b515f_116-solanum-basendopogon	5812.consensus	31.5	372	222	9	1548	523	117	485	1.3899999999999999e-40	151.0
